middle.x,middle.y,middle.z,side1.x,side1.y,side1.z,side2.x,side2.y,side2.z,group_id,inter_id
5647.171,11806.57,124.345,5827.792,11567.037,124.345,5466.55,12046.104,124.345,0,12
6402.08,12375.813,124.345,6563.285,12122.806,124.345,6240.874,12628.821,124.345,0,-1
7164.836,12750.084,124.344,7318.016,12492.139,124.344,7011.656,13008.029,124.344,0,-1
8022.347,13143.308,132.934,8152.645,12873.081,132.934,7892.049,13413.534,132.934,0,-1
8979.345,13489.155,211.358,9087.501,13209.33,211.358,8871.188,13768.98,211.358,0,-1
9780.001,13711.823,314.275,9888.157,13431.998,314.275,9671.845,13991.648,314.275,0,-1
10481.167,13782.887,415.244,10509.799,13484.256,415.244,10452.535,14081.518,415.244,0,-1
11162.885,13767.395,500.58,11128.862,13469.33,500.58,11196.907,14065.459,500.58,0,-1
11689.675,13607.29,549.857,11565.245,13334.312,549.857,11814.104,13880.269,549.857,0,-1
12149.325,13271.588,563.295,11948.233,13048.963,563.295,12350.417,13494.213,563.295,0,-1
12554.584,12774.822,542.234,12312.506,12597.627,542.234,12796.662,12952.018,542.234,0,-1
12829.111,12199.619,505.144,12557.277,12072.709,505.144,13100.945,12326.529,505.144,0,-1
13025.205,11578.662,463.996,12735.215,11501.815,463.996,13315.195,11655.509,463.996,0,-1
13136.324,10872.73,437.565,12838.127,10839.889,437.565,13434.521,10905.572,437.565,0,-1
13214.76,10114.51,453.516,12916.562,10081.668,453.516,13512.957,10147.352,453.516,0,-1
13247.44,9434.724,497.189,12947.862,9418.828,497.189,13547.019,9450.619,497.189,0,-1
13273.587,8715.719,562.137,12974.009,8699.823,562.137,13573.165,8731.614,562.137,0,-1
13293.196,8029.394,634.162,12993.618,8013.498,634.162,13592.774,8045.289,634.162,0,-1
13312.806,7336.532,710.627,13012.844,7331.763,710.627,13612.768,7341.301,710.627,0,-1
13299.733,6650.208,787.956,13000.2,6666.936,787.956,13599.267,6633.48,787.956,0,-1
13247.442,5996.57,857.679,12947.94,6013.842,857.679,13546.944,5979.299,857.679,0,-1
13195.152,5395.224,915.103,12896.544,5424.088,915.103,13493.761,5366.359,915.103,0,-1
13064.426,4643.534,965.381,12772.395,4712.218,965.381,13356.457,4574.85,965.381,0,-1
12887.946,3937.61,997.876,12602.209,4029.013,997.876,13173.684,3846.208,997.876,0,-1
12541.52,3270.895,935.124,12290.868,3435.74,935.124,12792.171,3106.049,935.124,0,-1
12116.659,2767.592,865.052,11894.287,2968.964,865.052,12339.031,2566.22,865.052,0,-1
11613.357,2290.435,749.662,11399.305,2500.629,749.662,11827.41,2080.241,749.662,0,-1
11123.134,1813.277,641.932,10909.081,2023.471,641.932,11337.187,1603.084,641.932,0,-1
10737.488,1519.139,584.293,10523.436,1729.333,584.293,10951.541,1308.945,584.293,0,-1
10410.673,1061.591,548.733,10181.355,1255.017,548.733,10639.99,868.165,548.733,0,0
10207.456,-748.054,347.665,9917.735,-825.912,347.665,10497.177,-670.197,347.665,1,0
10388.982,-1411.752,248.245,10105.941,-1511.189,248.245,10672.023,-1312.314,248.245,1,-1
10666.941,-2081.122,166.467,10387.787,-2190.999,166.467,10946.096,-1971.244,166.467,1,-1
10939.226,-2727.801,126.726,10660.071,-2837.678,126.726,11218.38,-2617.923,126.726,1,-1
11279.583,-3385.823,169.865,11017.256,-3531.373,169.865,11541.91,-3240.274,169.865,1,-1
11653.977,-3896.359,254.421,11405.033,-4063.771,254.421,11902.92,-3728.946,254.421,1,-1
12119.132,-4452.277,380.422,11874.074,-4625.328,380.422,12364.189,-4279.226,380.422,1,-1
12544.583,-4968.486,503.848,12303.81,-5147.45,503.848,12785.356,-4789.523,503.848,1,-1
12901.96,-5479.022,611.411,12661.187,-5657.985,611.411,13142.733,-5300.059,611.411,1,-1
13202.612,-6120.027,694.556,12926.438,-6237.192,694.556,13478.787,-6002.861,694.556,1,-1
13321.737,-6766.708,707.095,13023.401,-6798.258,707.095,13620.073,-6735.157,707.095,1,-1
13287.7,-7430.404,638.402,12991.07,-7385.561,638.402,13584.33,-7475.247,638.402,1,-1
13174.247,-8048.721,516.521,12889.388,-7954.619,516.521,13459.106,-8142.823,516.521,1,-1
12953.015,-8627.33,367.492,12680.864,-8501.099,367.492,13225.165,-8753.562,367.492,1,-1
12675.053,-9194.596,233.067,12413.504,-9047.652,233.067,12936.602,-9341.539,233.067,1,-1
12340.366,-9574.666,155.148,12120.307,-9370.77,155.148,12560.426,-9778.562,155.148,1,-1
12029.321,-9857.174,127.917,11848.364,-9617.895,127.917,12210.278,-10096.453,127.917,1,-1
11592.723,-10065.481,137.424,11477.521,-9788.482,137.424,11707.924,-10342.48,137.424,1,-1
11084.779,-10145.381,163.724,11074.847,-9845.545,163.724,11094.712,-10445.217,163.724,1,-1
10559.713,-10131.113,200.449,10590.661,-9832.714,200.449,10528.765,-10429.513,200.449,1,-1
10017.525,-10062.629,243.485,10060.306,-9765.694,243.485,9974.745,-10359.563,243.485,1,-1
9497.45,-9969.178,287.908,9551.238,-9674.039,287.908,9443.662,-10264.316,287.908,1,-1
8981.438,-9908.23,332.616,9027.457,-9611.781,332.616,8935.42,-10204.68,332.616,1,-1
8416.667,-9875.725,379.715,8388.682,-9577.033,379.715,8444.652,-10174.416,379.715,1,1
7235.048,-10674.958,437.638,6963.755,-10546.894,437.638,7506.34,-10803.022,437.638,2,1
6938.284,-11287.942,397.515,6666.992,-11159.878,397.515,7209.577,-11416.007,397.515,2,-1
6622.062,-11988.495,313.951,6350.77,-11860.431,313.951,6893.355,-12116.56,313.951,2,-1
